./QF_NRA/meti-tarski/Chua/2/IL/U/Chua-2-IL-U-chunk-0116.smt2,real,16000001,7,1600000116000001,23,6,25,
./QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0217.smt2,real,4,1,44,2,3,4,
./QF_NRA/meti-tarski/sin/problem/10/sin-problem-10-3-chunk-0016.smt2,real,-8,1,-8-8,3,4,5,
./QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0056.smt2,real,31415928,7,3141592831415928,70,8,72,
./QF_NRA/meti-tarski/atan/problem/2/atan-problem-2-chunk-0049.smt2,real,3,1,33,4,4,6,
./QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0102.smt2,real,970000000000000000000000000001,29,970000000000000000000000000001970000000000000000000000000001,240,10,242,
./QF_NRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0026.smt2,real,31415928,7,3141592831415928,44,5,46,
./QF_NRA/meti-tarski/Lyapunov/Lyapunov1a-chunk-0016.smt2,real,100001,5,100001100001,17,6,19,
./QF_NRA/meti-tarski/Arthan/M2/ArthanM2-chunk-0009.smt2,real,3,1,33,2,3,4,
./QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0625.smt2,real,316,2,316316,12,6,14,
./QF_NRA/meti-tarski/polypaver/bench-sqrt-3d/polypaver-bench-sqrt-3d-chunk-0250.smt2,real,-8,1,-8-8,5,4,7,
./QF_NRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0038.smt2,real,1771,3,17711771,8,5,10,
./QF_NRA/meti-tarski/polypaver/bench-sqrt-3d/polypaver-bench-sqrt-3d-chunk-0088.smt2,real,2,1,22,2,3,4,
./QF_NRA/20211101-Geogebra/IsoRightTriangle-Bottema1_6a.smt2,real,2,1,22,3,3,5,
./QF_NRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0077.smt2,real,31415928,7,3141592831415928,24,7,26,
./QF_NRA/20200911-Pine/1599121978149819000.smt2,real,982,2,982982,8,5,10,
./QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0261.smt2,real,1437004801,9,14370048011437004801,135,6,137,
./QF_NRA/meti-tarski/exp/problem/10/3/exp-problem-10-3-chunk-0120.smt2,real,11,1,1111,16,6,18,
./QF_NRA/meti-tarski/sqrt/problem/12vars3/sqrt-problem-12vars3-chunk-0068.smt2,real,37,1,3737,4,5,6,
./QF_NRA/meti-tarski/Chua/2/VC2/U/Chua-2-VC2-U-chunk-0096.smt2,real,29802322387695312500000000001,28,2980232238769531250000000000129802322387695312500000000001,403,10,405,
./QF_NRA/meti-tarski/Chua/1/VC1/U/Chua-1-VC1-U-chunk-0058.smt2,real,1771,3,17711771,8,5,10,
./QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0312.smt2,real,11,1,1111,7,5,9,
./QF_NRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0078.smt2,real,290,2,290290,5,5,7,
./QF_NRA/meti-tarski/cbrt/3/weak/cbrt-problem-3-weak-chunk-0115.smt2,real,669,2,669669,11,6,13,
./QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0100.smt2,real,970000000000000000000000000001,29,970000000000000000000000000001970000000000000000000000000001,240,10,242,
./QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0490.smt2,real,9892,3,98929892,26,7,28,
./QF_NRA/meti-tarski/Nichols-Plot/Inverted-Pendulum/Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0215.smt2,real,1458234773976612948199995392940095568897523816,45,14582347739766129481999953929400955688975238161458234773976612948199995392940095568897523816,457,11,459,
./QF_NRA/20200911-Pine/1599122158896018000.smt2,real,982,2,982982,8,5,10,
./QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0479.smt2,real,20922789888001,13,2092278988800120922789888001,273,9,275,
./QF_NRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0098.smt2,real,158,2,158158,12,6,14,
./QF_NRA/20180501-Economics-Mulligan/MulliganEconomicsModel0027e.smt2,real,2,1,22,3,3,5,
./QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0142.smt2,real,479001601,8,479001601479001601,104,5,106,
./QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0137.smt2,real,274,2,274274,12,6,14,
./QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0342.smt2,real,4,1,44,5,4,7,
./QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0259.smt2,real,4,1,44,5,4,7,
./QF_NRA/meti-tarski/sin/problem/8/sin-problem-8-chunk-0057.smt2,real,31415928,7,3141592831415928,29,5,31,
./QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0339.smt2,real,39916801,7,3991680139916801,84,5,86,
./QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0386.smt2,real,316352583106560001,17,316352583106560001316352583106560001,425,7,427,
./QF_NRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0075.smt2,real,156250000001,11,156250000001156250000001,35,7,37,
./QF_NRA/meti-tarski/Chua/1/VC1/U/Chua-1-VC1-U-chunk-0066.smt2,real,3814697265625000000000000001,27,38146972656250000000000000013814697265625000000000000001,193,8,195,
./QF_NRA/meti-tarski/sin/problem/8/sin-problem-8-chunk-0046.smt2,real,31415928,7,3141592831415928,29,5,31,
./QF_NRA/20180501-Economics-Mulligan/MulliganEconomicsModel0079c.smt2,real,3,1,33,2,3,4,
./QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0073.smt2,real,92,1,9292,5,5,7,
./QF_NRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0109.smt2,real,31415928,7,3141592831415928,59,5,61,
./QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0431.smt2,real,5734,3,57345734,26,7,28,
./QF_NRA/meti-tarski/atan/problem/2/weakT/atan-problem-2-weakT-chunk-0043.smt2,real,208,2,208208,8,6,10,
./QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0565.smt2,real,31415928,7,3141592831415928,89,6,91,
./QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0040.smt2,real,2,1,22,15,5,17,
./QF_NRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0013.smt2,real,2,1,22,2,3,4,
